asin,Price
B00MOLB0AC,1
B00MOLB0AC,1
B00MOLB0AC,1
B00MOLB0AC,1
B00MOLB0AC,1
B00MOLB0AC,1
B00MOLB0AC,1
B00MOLB0AC,1
B00MOLB0AC,1
B00MOLB0AC,1
B00MOLB0AC,1
B00MOLB0AC,1
B00MOLB0AC,1
B00MOLB0AC,1
B00H3T6B7W,1
B00H3T6B7W,1
B00H3T6B7W,1
B00H3T6B7W,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B01C7IOTXQ,1
B00K8ZVQPK,1
B00K8ZVQPK,1
B00K8ZVQPK,1
B00K8ZVQPK,1
B00K8ZVQPK,1
B015QZMFEM,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M44FR7,1
B077M5ZY5Q,1
B077M5ZY5Q,1
B077M5ZY5Q,1
B077M5ZY5Q,1
B077M5ZY5Q,1
B077M5ZY5Q,1
B077M5ZY5Q,1
B077M5ZY5Q,1
B077M5ZY5Q,1
B077M5ZY5Q,1
B077M5ZY5Q,1
B077M5ZY5Q,1
B077M5ZY5Q,1
B077M5ZY5Q,1
B077M5ZY5Q,1
B077M5ZY5Q,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B00IWVACWK,1
B0087FA9TC,1
B0087FA9TC,1
B0087FA9TC,1
B0087FA9TC,1
B0087FA9TC,1
B0087FA9TC,1
B0087FA9TC,1
B0087FA9TC,1
B0087FA9TC,1
B0087FA9TC,1
B016ME81DA,1
B016ME81DA,1
B01GZACRM2,1
B01GZACRM2,1
B01GZACRM2,1
B01GZACRM2,1
B01GZACRM2,1
B01GZACRM2,1
B01GZACRM2,1
B01GZACRM2,1
B01GZACRM2,1
446607746,1
670060607,1
767902068,1
752860054,1
752860054,1
752860054,1
470137924,1
805462988,1
689810946,1
470880031,1
768940907,1
375932321,1
307388913,1
375830790,1
763677035,1
375822429,1
399257144,1
1840784350,1
689810946,1
470880031,1
857683004,1
399143904,1
553057030,1
1598161881,1
399145680,1
684800586,1
684800586,1
446520659,1
074327041X,1
1570362238,1
545318327,1
1401243274,1
159816225X,1
1598168568,1
1563928450,1
1410490270,1
1401219756,1
316407097,1
316375144,1
684163403,1
345483804,1
1421535777,1
918684021,1
1595324127,1
77214226,1
684800586,1
399144935,1
671749102,1
62370057,1
813934702,1
091354342X,1
1576737330,1
399139141,1
451171136,1
451187717,1
671521500,1
439904854,1
1442419504,1
316067946,1
B000003NOU,1
B000006O4H,1
B0000A1HNU,1
B00006J9T1,1
B003ODL3PG,1
801013690,1
764200186,1
892656794,1
1404103066,1
1576838927,1
760785597,1
1592975011,1
763651206,1
590511416,1
1250014220,1
1476799903,1
817433104,1
1594857296,1
316407194,1
1455530069,1
451465024,1
62034669,1
553578073,1
470503505,1
030798611X,1
312541910,1
670025461,1
1579121454,1
778313123,1
077103038X,1
761459731,1
836210328,1
979568102,1
1250032490,1
881508586,1
765345048,1
385531443,1
446530417,1
61575534,1
439353645,1
1402243847,1
083481000X,1
1604692103,1
761459731,1
1579546692,1
62252097,1
306819635,1
855329386,1
1118161580,1
1439191522,1
29259657,1
806959118,1
61626619,1
1892112604,1
739406833,1
B0105F2962,1
1557488991,1
62133144,1
002086860X,1
1888387378,1
740706071,1
634038788,1
1572439459,1
159116978X,1
786277459,1
1476703485,1
881775606,1
1426740379,1
765348179,1
1573181641,1
1780052340,1
989952371,1
1426208588,1
687057019,1
824514092,1
687316812,1
1465426094,1
687073065,1
664223850,1
1615190163,1
804142726,1
1426700032,1
1426700032,1
687654238,1
1426700024,1
811727750,1
051756730X,1
743260031,1
1616960655,1
679601546,1
441013414,1
767907981,1
385416350,1
395963311,1
792263286,1
152023062,1
1556705093,1
393047792,1
376011149,1
882701843,1
1853991384,1
687466407,1
736906428,1
970322968,1
944502180,1
669209945,1
399144196,1
1582970254,1
974026638,1
805031359,1
1414312725,1
399139141,1
812696077,1
1937007448,1
1421518953,1
312367775,1
1882197267,1
439121973,1
159935182X,1
1451643683,1
1770494170,1
743482484,1
1403971374,1
615141323,1
1611738741,1
1555976174,1
1250010616,1
1565126254,1
897335090,1
761137777,1
670014745,1
813133998,1
155728847X,1
1451691548,1
618790241,1
1416942041,1
764167987,1
1934617024,1
766042375,1
076362988X,1
312856377,1
300084897,1
374230447,1
1612622453,1
1421528495,1
1560988797,1
757318479,1
671041908,1
307378527,1
1449407854,1
1568582242,1
393074099,1
1879728036,1
99571587,1
60097655,1
1564025470,1
451202724,1
778801950,1
1599902389,1
765310759,1
1421506033,1
1591168759,1
1421502402,1
1421502410,1
1421510898,1
034547046X,1
345477855,1
1421538873,1
1421510731,1
1632361701,1
1421523868,1
142152385X,1
1421523841,1
1421515415,1
159182799X,1
1401223559,1
449909522,1
1621451828,1
670022926,1
425154696,1
1575421852,1
738205729,1
670034266,1
395822661,1
805427449,1
1562791052,1
1598695851,1
425165396,1
055327886X,1
812931599,1
471648795,1
451461487,1
60957506,1
738207837,1
307337243,1
871138859,1
738536318,1
300101066,1
1451658907,1
525953132,1
B00HMS6HV4,1
087842170X,1
1420631667,1
803239920,1
1932433589,1
465005969,1
738214663,1
763643610,1
1599954109,1
375833641,1
312559097,1
977003973,1
970911718,1
375706461,1
807021180,1
1442419504,1
373210612,1
1589804880,1
545416418,1
1584159103,1
451417100,1
1455512478,1
1465408819,1
1599950731,1
756606128,1
544365607,1
1933633549,1
374113297,1
110188696X,1
615458793,1
345506553,1
727883348,1
674073053,1
312559135,1
989268829,1
521660114,1
544261992,1
1416544933,1
1932994025,1
61944858,1
345508769,1
767931777,1
1400069343,1
1416551573,1
1584159103,1
824934830,1
470604441,1
1605983713,1
399172912,1
814652719,1
544359488,1
801990548,1
738518107,1
738516554,1
553803816,1
375704256,1
141659762X,1
1552978737,1
1882926749,1
684871491,1
1519583303,1
097871539X,1
097871539X,1
097871539X,1
097871539X,1
310245052,1
310245052,1
310245052,1
1605421111,1
758290276,1
1589796608,1
425253430,1
1414386753,1
1933662352,1
031605173X,1
1589795245,1
1892145340,1
1118409507,1
545800536,1
61704202,1
1935869051,1
1608091090,1
1400068177,1
1622500024,1
1416939776,1
1421532441,1
1250067359,1
393239179,1
345483804,1
830836276,1
1935639315,1
1439911274,1
1419700243,1
61976083,1
1451649940,1
1405051698,1
1606995480,1
147673657X,1
307908348,1
545623936,1
161374465X,1
451235037,1
142180769,1
312570252,1
312625081,1
1620408058,1
1250030781,1
804107327,1
1416984720,1
380763168,1
425268535,1
1936096838,1
1936096838,1
1936096838,1
1936096838,1
1936096838,1
1936096838,1
1936096838,1
1936096838,1
1936096838,1
142181854,1
142181854,1
142181854,1
142181854,1
142181854,1
142181854,1
142181854,1
142181854,1
1889051519,1
1595324658,1
1595326995,1
1595324119,1
193415721X,1
1423201744,1
B0071UINCE,1
B0000049ZL,1
B0000009PP,1
B000003QCZ,1
B00000DSXU,1
B000001UVN,1
B000003DCL,1
B000003DCL,1
B000003DCL,1
B000003DCL,1
B000003DCL,1
B000003DCL,1
B000003DCL,1
B000003DCL,1
B000003DCL,1
395771544,1
395771544,1
395771544,1
395771544,1
374336229,1
972715606,1
972715606,1
972715606,1
972715606,1
972715606,1
B00AU516W6,1
984168818,1
1887006036,1
051626138X,1
051626138X,1
051626138X,1
051626138X,1
051626138X,1
1575173441,1
689817118,1
60982012,1
805848649,1
810945185,1
313294674,1
1586832026,1
073770747X,1
590054899,1
761317279,1
1617148067,1
689713533,1
1569319383,1
977957004,1
871401711,1
684190362,1
1575721724,1
836851390,1
836851439,1
516223836,1
590473662,1
671769693,1
768200490,1
590054724,1
763634395,1
595694934,1
080506978X,1
746000189,1
789424991,1
816737738,1
4770020988,1
807848492,1
525448675,1
64441105,1
395280079,1
811484513,1
671881361,1
158536293X,1
194350738,1
194350746,1
395745195,1
689309481,1
130224340,1
226763420,1
689309317,1
B000EOGB2S,1
877546037,1
688145450,1
60213833,1
395109191,1
688075681,1
688041590,1
689826680,1
689826680,1
152938222,1
140544755,1
152004203,1
690859961,1
689707649,1
082340689X,1
783555016,1
823405869,1
64460851,1
670807400,1
067025195X,1
425178323,1
688106781,1
822594021,1
525476210,1
60169168,1
761314652,1
761451056,1
439808448,1
737709057,1
763666157,1
618759204,1
28640063,1
375409351,1
670878545,1
920656668,1
590468316,1
590468316,1
590468472,1
590474278,1
325700513X,1
152008888,1
1555462456,1
375755853,1
823411222,1
051626138X,1
1893622002,1
395633907,1
039922677X,1
590054872,1
679427422,1
816033927,1
312261373,1
1559161876,1
618777156,1
60244771,1
098614732X,1
1419700243,1
789489724,1
152098887,1
789446413,1
195083814,1
152003118,1
590483897,1
688068294,1
B0029LFB70,1
789454270,1
1879431912,1
805019014,1
823411044,1
525446052,1
394821106,1
395562422,1
671769693,1
152005137,1
1840240164,1
670060607,1
873493699,1
670060607,1
689803834,1
1564581314,1
1879431173,1
131803573,1
60249137,1
689314256,1
545310598,1
27345254,1
516080571,1
736803378,1
471148024,1
394887654,1
394887654,1
395440904,1
1573241180,1
531058085,1
876142811,1
082251706X,1
899194524,1
879233249,1
395271045,1
689112408,1
1557996288,1
1557996288,1
1557996288,1
590436619,1
590436619,1
816633592,1
399231382,1
1632361248,1
304366854,1
1401686079,1
1421535920,1
1427805148,1
1421532468,1
142154122X,1
142153245X,1
1421510723,1
159116995X,1
1598169807,1
1421501112,1
159052750X,1
159116222X,1
737713607,1
1617148067,1
822529939,1
2923163796,1
766014223,1
1901881857,1
1427805156,1
1421532743,1
159116771X,1
1598168568,1
1591822270,1
1591165075,1
159816855X,1
1421515083,1
1421503395,1
764209736,1
1589258592,1
1591167515,1
62416715,1
754823318,1
60160969,1
618568492,1
768940958,1
1892724154,1
158685058X,1
896600734,1
698400429,1
1580892663,1
1602798370,1
763656127,1
1552978737,1
736807896,1
1608704122,1
763606626,1
1580131875,1
1624317529,1
312625081,1
076138975X,1
516251201,1
1632361701,1
786855096,1
1442496150,1
809245302,1
415862795,1
156947494X,1
737713607,1
1596437790,1
1617148067,1
375832734,1
1617149888,1
1555914837,1
306822229,1
1467725129,1
1416907009,1
531213757,1
253010829,1
440229405,1
146772517X,1
1421510979,1
142154122X,1
1632361248,1
763641553,1
142153939X,1
1421542315,1
1421532484,1
1591166888,1
1421528495,1
1421532743,1
1421538873,1
1598167022,1
1464200181,1
1593074573,1
1617834556,1
054520691X,1
807547743,1
1611738741,1
075821927X,1
1616951435,1
1554513804,1
765324601,1
159116771X,1
1421532484,1
1591166020,1
1421542315,1
1593075391,1
1421535920,1
545518571,1
545384281,1
545518571,1
1575053780,1
1554552125,1
039524739X,1
1617832030,1
1617832030,1
786805935,1
1575059495,1
440237688,1
B00BTWV60Q,1
312199430,1
089141231X,1
60647620,1
308102282,1
735627118,1
034551856X,1
684802864,1
312034067,1
670804673,1
1411404874,1
136151108,1
890098182,1
553050737,1
399116923,1
919123503,1
919123295,1
68596065,1
195031407,1
972967311,1
813818230,1
870784919,1
898708249,1
670872881,1
1887570098,1
525935843,1
785266828,1
757303285,1
1594489475,1
764120018,1
615850065,1
073821356X,1
830633065,1
743439651,1
471350265,1
886876486,1
805016392,1
1884550142,1
71341668,1
1426322224,1
964911361,1
1442221399,1
882143662,1
876045735,1
1421521962,1
1578566495,1
1421501112,1
1421514567,1
1421504448,1
1421516756,1
1421516764,1
1421528843,1
1421508818,1
1421508834,1
1421516748,1
132601370,1
B00005X2PT,1
847672352,1
385074875,1
553129422,1
380712172,1
671657151,1
446359688,1
812549635,1
345293703,1
786868716,1
399114416,1
553803972,1
785272984,1
452260116,1
679763147,1
1879682621,1
800733967,1
1609910133,1
813934702,1
097214613X,1
856483206,1
084780366X,1
1882886054,1
1402753705,1
1616712554,1
307387291,1
671554506,1
1932470158,1
910923949,1
918684021,1
671623907,1
1843094290,1
812910796,1
671249940,1
876910673,1
698109295,1
155923536,1
877288933,1
081391440X,1
840778171,1
226855678,1
764205587,1
1598888994,1
670038547,1
1416986715,1
307590704,1
1609495802,1
763648620,1
451236874,1
689318014,1
097596464X,1
393349306,1
822540339,1
1575059495,1
050027214X,1
896723720,1
810935015,1
1560985402,1
810946513,1
792261402,1
789322269,1
300047703,1
1603093710,1
713459999,1
156305664X,1
879389877,1
911295208,1
793503795,1
881888389,1
500091226,1
198173148,1
080780746X,1
345491769,1
793503779,1
887409873,1
61431028,1
1576734587,1
1416537619,1
1561580406,1
144022384X,1
894802143,1
439873622,1
1481400851,1
545699827,1
62237152,1
1881649806,1
791048314,1
689834799,1
804141673,1
805059911,1
1451666977,1
1421522039,1
231108842,1
374232067,1
1421508982,1
1421508958,1
1421522020,1
60667990,1
1590389220,1
1421508958,1
1421508966,1
61951013,1
684811715,1
802722318,1
60294582,1
316712639,1
006270110X,1
872269116,1
1467761486,1
1554513804,1
982732201,1
713717327,1
1596432217,1
62495844,1
786303077,1
670022772,1
1410475506,1
151003238,1
1401301037,1
399242767,1
684819066,1
590485318,1
159116480X,1
1452837171,1
439904854,1
1410455696,1
1628997494,1
1628997494,1
300073852,1
62317601,1
394589009,1
302002669,1
1401227864,1
688148778,1
823411117,1
768940907,1
887407684,1
1558705791,1
879387505,1
763631973,1
871564548,1
801416167,1
465072658,1
451182936,1
159514398X,1
517081334,1
037540600X,1
813908140,1
B002IXK8MC,1
B002IXK8MC,1
B002IXK8MC,1
B002IXK8MC,1
B002IXK8MC,1
849914191,1
1430028912,1
1940270219,1
1591823846,1
915590417,1
763676012,1
385752806,1
791045323,1
1561581704,1
046504588X,1
521401798,1
25449508,1
874770076,1
898152321,1
525246606,1
806301880,1
30725356,1
1592230563,1
870113917,1
965253112,1
1627792287,1
870118641,1
972928219,1
78050200,1
1582346186,1
1607105497,1
1607105497,1
793827647,1
316314668,1
312343426,1
552167010,1
312867506,1
1594485046,1
312982240,1
078800817X,1
743297261,1
1594489424,1
312284659,1
156028581,1
1580621805,1
807077143,1
963761188,1
449909522,1
1435740912,1
1400082773,1
1400082773,1
1426700318,1
785279156,1
664219721,1
449912280,1
517617714,1
067161939X,1
848710037,1
375865268,1
545543622,1
312385137,1
1578920140,1
892748982,1
805462368,1
849957079,1
60193344,1
517395746,1
789031922,1
1595430563,1
805080872,1
1592282407,1
1449359531,1
60178213,1
684839377,1
1572306416,1
446531936,1
380977222,1
813920272,1
471321591,1
804194793,1
307335941,1
670034967,1
195112083,1
836236734,1
1578565197,1
1929223714,1
553803905,1
313294674,1
313294674,1
752414593,1
1566636175,1
155788482X,1
1931499144,1
684857782,1
1933064021,1
1593631553,1
816061645,1
802795633,1
802788475,1
800636619,1
1590581156,1
786888040,1
786888040,1
3822863238,1
1400048656,1
1586420879,1
078686852X,1
786867558,1
805437010,1
764584774,1
130973254,1
076455476X,1
446517127,1
670037842,1
743227255,1
840790414,1
192839411,1
670785768,1
688006485,1
048620958X,1
066424355X,1
194261120X,1
805058664,1
60611588,1
836279433,1
892741163,1
1560430443,1
687094933,1
60662115,1
1572244534,1
671797182,1
143037390,1
811851206,1
134748913,1
399112618,1
052595130X,1
736968717,1
979825806,1
895262746,1
696235382,1
1579547346,1
1594867518,1
1400043522,1
553804146,1
60094729,1
080241267X,1
883685752,1
385336179,1
679735186,1
545153905,1
679735186,1
1892283433,1
1250030897,1
399154450,1
979726867,1
316955191,1
743270487,1
375705198,1
553573136,1
883681250,1
684870606,1
425102416,1
1567316956,1
21465576,1
1455577537,1
1590527283,1
898403316,1
1412777070,1
440222001,1
448089033,1
399142851,1
452287057,1
310208157,1
316545015,1
1568654235,1
679417796,1
399150617,1
805059555,1
688143687,1
1440503818,1
044640120X,1
1601940181,1
1476785627,1
804169969,1
1560236566,1
080931911X,1
451213769,1
316766941,1
486200558,1
1451683340,1
446345288,1
451207653,1
312965338,1
843947527,1
1335720839,1
553569082,1
373699387,1
1569715270,1
802442366,1
971443793,1
871316633,1
835600076,1
156835800,1
055310666X,1
380976587,1
380976587,1
380976587,1
1476714347,1
399167323,1
385510454,1
078521836X,1
399162577,1
385468059,1
1573227358,1
1582291772,1
312377630,1
452276721,1
310283930,1
830819738,1
812996674,1
1400034639,1
684800586,1
684867303,1
143034545,1
71410236,1
1511775793,1
684800586,1
1563834316,1
425234193,1
802417671,1
848727444,1
1574712934,1
486426084,1
486441741,1
486240843,1
1556700415,1
399127720,1
1595552200,1
068482504X,1
1585425125,1
60871342,1
1931611424,1
935526838,1
1455521701,1
059600950X,1
800752937,1
1583332863,1
1414301588,1
553255762,1
307244962,1
1617733598,1
802400450,1
1892145049,1
451531256,1
756621097,1
385720947,1
446535788,1
449809935,1
62313649,1
590420313,1
545042550,1
1576831256,1
310319978,1
1841762636,1
517882124,1
160443063X,1
1572937467,1
374527229,1
1581343426,1
756656079,1
688039693,1
800730771,1
068764853X,1
1601833008,1
345452704,1
345521080,1
689844891,1
162884227X,1
316277665,1
861711416,1
1865155179,1
1592984673,1
1592984673,1
1592984673,1
1592984673,1
1592984673,1
1592984673,1
1592984673,1
1592984673,1
1592984673,1
1592984673,1
1592984673,1
1592984673,1
1592984673,1
1592984673,1
1592984673,1
1594861986,1
983741735,1
913543063,1
310497604,1
141430157X,1
393099474,1
800732081,1
62081608,1
393059804,1
1501107836,1
849944961,1
1599902184,1
1452110700,1
1569709211,1
439321611,1
1503215156,1
800732081,1
1595832629,1
60758880,1
64407446,1
142180769,1
983399700,1
385744005,1
1590525728,1
471263613,1
1598694162,1
802135811,1
849946158,1
1402263554,1
1591141389,1
849947634,1
861710649,1
425263312,1
307341712,1
785831231,1
634066358,1
1934030422,1
1626865574,1
1584650753,1
520242750,1
307265617,1
1435148592,1
553447688,1
1400081009,1
765305240,1
1501100076,1
345458915,1
1590131371,1
084236661X,1
067144901X,1
761462058,1
553241338,1
044022800X,1
1878448900,1
380709554,1
307351068,1
915297256,1
679762108,1
679447830,1
152062106,1
736909702,1
1416950583,1
448479575,1
399141340,1
964828804,1
71789154,1
60927542,1
1472345770,1
823417506,1
425241327,1
1593250851,1
140168761X,1
439343909,1
034540727X,1
140153217,1
1455585270,1
1455585270,1
544331648,1
768321506,1
