ISBN,Price,"US Rank","US Profit","CA Rank","CA Profit","UK Rank","UK Profit","DE Rank","DE Profit","FR Rank","FR Profit","IT Rank","IT Profit","ES Rank","ES Profit","MX Rank","MX Profit","IN Rank","IN Profit","JP Rank","JP Profit"
9780159014295,0159014298,"19,949,927",-159014300.40463,-1,-159014300.11616,-1,-159014303.09682,-1,-159014303.09682,-1,-159014303.09682,-1,-159014303.09682,-1,-159014303.09682,-1,-159014303.09682,0,-159014302.21,-1,-159014303.09682
9788434828391,8434828391,"6,781,745",-8434828395.4183,-1,-8434828395.6753,"8,889,174",-8434828396.1321,"6,281,418",-8434828396.1321,-1,-8434828396.1321,"1,582,739",-8434828396.1321,"128,460",-8434828396.1321,-1,-8434828396.1321,-1,-8434828396.1321,"1,742,415",-8434828396.1321
9781496403049,1496403045,"5,274,354",-1496403049.2254,-1,-1496403049.2344,-1,-1496403049.2502,-1,-1496403049.2502,-1,-1496403049.2502,-1,-1496403049.2502,-1,-1496403049.2502,-1,-1496403049.2502,-1,-1496403049.2502,-1,-1496403049.2502
"RELIGION / General""",null,"Invalid ISBN Provided"
9781496403063,1496403061,"5,198,705",-1496403065.2532,-1,-1496403065.2979,-1,-1496403065.3772,-1,-1496403065.3772,-1,-1496403065.3772,-1,-1496403065.3772,-1,-1496403065.3772,-1,-1496403065.3772,-1,-1496403065.3772,-1,-1496403065.3772
"CRAFTS & HOBBIES / General""",null,"Invalid ISBN Provided"
9781496403070,149640307X,"1,730,820",-149640309.10044,-1,-149640311.23437,-1,-149640311.25025,-1,-149640311.25025,-1,-149640311.25025,-1,-149640311.25025,-1,-149640311.25025,-1,-149640311.25025,-1,-149640311.25025,-1,-149640311.25025
"CRAFTS & HOBBIES / General""",null,"Invalid ISBN Provided"
9781496403087,1496403088,"1,315,684",-1496403090.1004,"2,194,009",-1496403092.2344,-1,-1496403092.2502,-1,-1496403092.2502,"3,184,113",-1496403092.2502,-1,-1496403092.2502,-1,-1496403092.2502,-1,-1496403092.2502,-1,-1496403092.2502,-1,-1496403092.2502
"CRAFTS & HOBBIES / General""",null,"Invalid ISBN Provided"
9781496431813,1496431812,"5,775,992",-1496431814.1074,-1,-1496431813.2752,-1,-1496431816.282,-1,-1496431816.282,-1,-1496431816.282,-1,-1496431814.344,-1,-1496431814.344,-1,-1496431816.282,-1,-1496431816.282,-1,-1496431813.7405
,$0.00,"Invalid ISBN Provided"
Hey," parents and teachers! Let Faith That Sticks be your one-stop shop for stickers that feature Bible verses","Invalid ISBN Provided"
,$0.00,"Invalid ISBN Provided"
"Includes 132 stickers featuring fun and frolicking friends that remind us that Jesus is our best friend!""",Unbound,"Invalid ISBN Provided"
9781496431837,1496431839,"1,957,437",-1496431841.1074,-1,-1496431840.2752,"4,222,020",-1496431843.282,-1,-1496431843.282,-1,-1496431843.282,-1,-1496431841.3865,-1,-1496431841.3865,-1,-1496431843.282,-1,-1496431843.282,-1,-1496431840.7405
,$0.00,"Invalid ISBN Provided"
Hey," parents and teachers! Let Faith That Sticks be your one-stop shop for stickers that feature Bible verses","Invalid ISBN Provided"
,$0.00,"Invalid ISBN Provided"
"Includes 90 dog-tag stickers that remind kids that they are members of God’s army!""",Unbound,"Invalid ISBN Provided"
9781496431844,1496431847,"2,383,879",-1496431849.1112,"156,264",-1496431848.2841,-1,-1496431851.2996,-1,-1496431851.2996,-1,-1496431851.2996,-1,-1496431849.4041,-1,-1496431849.4041,-1,-1496431851.2996,-1,-1496431851.2996,-1,-1496431848.7581
,$0.00,"Invalid ISBN Provided"
Hey," parents and teachers! Let Faith That Sticks be your one-stop shop for stickers that feature Bible verses","Invalid ISBN Provided"
,$0.00,"Invalid ISBN Provided"
"Includes 108 space-themed stickers that remind kids of the glory of God’s creation.""",Unbound,"Invalid ISBN Provided"
9781496431868,1496431863,"4,266,465",-1496431865.1074,"4,984,330",-1496431864.2752,-1,-1496431867.282,-1,-1496431867.282,-1,-1496431867.282,-1,-1496431865.344,-1,-1496431865.344,-1,-1496431867.282,-1,-1496431867.282,-1,-1496431864.7405
,$0.00,"Invalid ISBN Provided"
Hey," parents and teachers! Let Faith That Sticks be your one-stop shop for stickers that feature Bible verses","Invalid ISBN Provided"
,$0.00,"Invalid ISBN Provided"
"Includes 54 stickers that remind kids to always put Jesus at the center of their lives.""",Unbound,"Invalid ISBN Provided"
9781496431875,1496431871,"2,754,616",-1496431873.1074,"1,683,636",-1496431872.2752,-1,-1496431875.282,-1,-1496431875.282,-1,-1496431875.282,-1,-1496431873.3695,-1,-1496431873.3865,-1,-1496431875.282,-1,-1496431875.282,-1,-1496431872.7405
,$0.00,"Invalid ISBN Provided"
Hey," parents and teachers! Let Faith That Sticks be your one-stop shop for stickers that feature Bible verses","Invalid ISBN Provided"
,$0.00,"Invalid ISBN Provided"
"Includes 72 stickers that remind kids to share"," be giving","Invalid ISBN Provided"
9781946206169,1946206164,"5,897,162",-1946206166.1807,-1,-1946206165.7063,-1,-1946206168.6171,-1,-1946206168.6171,-1,-1946206168.6171,-1,-1946206168.6171,-1,-1946206168.6171,-1,-1946206168.6171,-1,-1946206168.6171,"370,898",-1946206168.6171
,$0.00,"Invalid ISBN Provided"
"This issue guide presents the following three options for deliberation: ",$0.00,"Invalid ISBN Provided"
,$0.00,"Invalid ISBN Provided"
"Option 1: Welcome Immigrants"," Be a Beacon of Freedom ","Invalid ISBN Provided"
,$0.00,"Invalid ISBN Provided"
"This option says that immigration has helped make America what it is today- a dynamic and diverse culture"," an engine of the global economy","Invalid ISBN Provided"
,$0.00,"Invalid ISBN Provided"
"Option 2: Enforce the Law"," Be Fair to Those Who Follow the Rules","Invalid ISBN Provided"
,$0.00,"Invalid ISBN Provided"
"This option says we need a fair system"," where the rules are clear and","Invalid ISBN Provided"
,$0.00,"Invalid ISBN Provided"
"Option 3: Slow Down and Rebuild Our Common Bonds ",$0.00,"Invalid ISBN Provided"
,$0.00,"Invalid ISBN Provided"
"This option recognizes that newcomers have strengthened American culture in the past. But the current levels of immigration are so high"," and the country is now so diverse","Invalid ISBN Provided"
"POLITICAL SCIENCE / Public Policy / Immigration""",null,"Invalid ISBN Provided"
9780383036346,0383036348,-1,-383036355.12731,-1,-383036355.91006,-1,-383036357.30161,-1,-383036357.30161,-1,-383036357.30161,-1,-383036357.30161,-1,-383036357.30161,0,-383036352.21,-1,-383036357.30161,-1,-383036357.30161
"Stories in rhyme.""",Book,"Invalid ISBN Provided"
9780486272641,0486272648,"350,703",-486272650.11972,"232,479",-486272649.52687,"4,092,183",-486272652.37723,"3,769,284",-486272652.37723,"1,241,806",-486272652.37723,"1,255,523",-486272652.37723,"939,708",-486272652.37723,"238,853",-486272612.11273,"928,168",-486272652.37723,"514,573",-486272649.75923
"Beowulf first rescues the royal house of Denmark from two marauding monsters"," then returns to rule his people for 50 years","Invalid ISBN Provided"
9780486272665,0486272664,"246,092",-486272666.11972,"135,155",-486272665.52687,"171,867",-486272666.67723,"2,191,924",-486272668.37723,"51,442",-486272668.37723,"105,828",-486272666.42223,"903,264",-486272666.42223,-1,-486272668.37723,"619,697",-486272668.37723,"1,189,901",-486272665.87823
9780486275727,0486275728,"239,914",-486275730.13747,"189,214",-486275729.56743,"1,240,389",-486275732.45836,"218,879",-486275728.58236,"1,577,961",-486275732.45836,"661,018",-486275730.50336,"1,485,028",-486275730.50336,"97,430",-486275690.45986,"482,823",-486275732.45836,"137,938",-486275729.95936
"Tales; Ireland.",$0.00,"Invalid ISBN Provided"
"Fairy tales.",$0.00,"Invalid ISBN Provided"
"Folklore; Ireland.""",Book,"Invalid ISBN Provided"
9780486287539,048628753X,"1,477,352",-48628755.148273,"1,850,914",-48628754.592123,"3,300,431",-48628757.507746,"9,873,079",-48628757.507746,"2,043,755",-48628757.507746,"1,768,694",-48628757.507746,"1,345,369",-48628757.507746,-1,-48628757.507746,-1,-48628757.507746,"2,767,781",-48628757.507746
"This modestly priced volume contains seventy of Hardy's finest poems"," including """"The Darkling Thrush","Invalid ISBN Provided"
9780486498997,0486498999,"379,721",-486499001.16216,"126,085",-486499003.39487,"424,665",-486499001.87124,"455,487",-486499003.57124,"650,545",-486499003.57124,"974,495",-486499003.57124,"563,159",-486499001.61624,"190,972",-486499003.57124,"502,937",-486499003.57124,"65,949",-486499001.02974
"Spanish language; Usage.",$0.00,"Invalid ISBN Provided"
"Spanish language; Grammar.""",Book,"Invalid ISBN Provided"
9780895550262,0895550261,"456,635",-895550263.24241,"1,167,944",-895550265.57829,"877,954",-895550263.80459,"7,189,267",-895550265.93809,-1,-895550265.93809,-1,-895550263.45609,-1,-895550263.45609,-1,-895550265.93809,"198,581",-895550265.93809,-1,-895550263.35409
"RELIGION / Christianity / Catholic""",null,"Invalid ISBN Provided"
9780911203158,091120315X,"1,159,807",-91120319.253223,"1,182,974",-91120319.297866,"1,085,940",-91120319.377233,"3,159,173",-91120319.377233,"548,343",-91120319.377233,-1,-91120317.413733,"1,296,463",-91120319.377233,-1,-91120319.377233,"597,798",-91120319.377233,"436,741",-91120319.377233
9788175051072,8175051078,"322,732",-8175051078.2087,"785,453",-8175051083.6299,"814,339",-8175051084.2613,"1,232,369",-8175051084.2613,"501,298",-8175051084.2613,-1,-8175051081.1758,-1,-8175051084.2613,-1,-8175051084.2613,"36,309",-8175051084.2613,"407,723",-8175051084.2613
9789707183025,9707183020,"11,271,187",-9707183027.2184,"4,780,895",-9707183028.1182,-1,-9707183029.7178,"4,860,012",-9707183029.7178,"2,829,407",-9707183029.7178,-1,-9707183029.7178,-1,-9707183029.7178,"382,276",-9707183029.7178,-1,-9707183029.7178,-1,-9707183029.7178
"JUVENILE FICTION / Animals / General""","Children's stories, American; Translations into Spanish.
","Invalid ISBN Provided"
"Animals; Fiction.",$0.00,"Invalid ISBN Provided"
"Short stories.",$0.00,"Invalid ISBN Provided"
"Spanish language materials.""",Book,"Invalid ISBN Provided"
9789707183193,9707183195,"17,214,891",-9707183200.4183,-1,-9707183200.958,-1,-9707183201.9174,-1,-9707183201.9174,-1,-9707183201.9174,-1,-9707183201.9174,-1,-9707183201.9174,-1,-9707183201.9174,-1,-9707183201.9174,-1,-9707183201.9174
"JUVENILE FICTION / Fantasy & Magic""","Toy and movable books; Specimens.
","Invalid ISBN Provided"
"Board books.",$0.00,"Invalid ISBN Provided"
"Cartoon characters; Fiction.",$0.00,"Invalid ISBN Provided"
"Spanish language materials.",$0.00,"Invalid ISBN Provided"
"Toy and movable books.",$0.00,"Invalid ISBN Provided"
"Board books.""",Book,"Invalid ISBN Provided"
9789707183216,9707183217,"19,009,132",-9707183224.0085,-1,-9707183224.6384,"6,827,131",-9707183225.7584,-1,-9707183225.7584,-1,-9707183225.7584,-1,-9707183225.7584,-1,-9707183225.7584,"365,563",-9707183225.7584,-1,-9707183225.7584,-1,-9707183225.7584
9789707183711,9707183713,"10,578,471",-9707183718.3488,-1,-9707183718.7992,-1,-9707183719.5999,-1,-9707183719.5999,-1,-9707183719.5999,-1,-9707183719.5999,-1,-9707183719.5999,"299,717",-9707183719.5999,-1,-9707183719.5999,-1,-9707183719.5999
9789707183889,9707183888,"14,076,609",-9707183893.3133,"4,691,629",-9707183893.7181,"9,658,892",-9707183894.4377,-1,-9707183894.4377,"2,991,363",-9707183894.4377,-1,-9707183894.4377,-1,-9707183894.4377,"243,371",-9707183894.4377,-1,-9707183894.4377,"2,722,688",-9707183894.4377
"JUVENILE FICTION / Media Tie-In",$0.00,"Invalid ISBN Provided"
"JUVENILE FICTION / Transportation / Cars & Trucks""",null,"Invalid ISBN Provided"
9780804837538,0804837538,"198,021",-804837540.07235,"128,171",-804837539.5133,"836,777",-804837540.99859,"8,886,090",-804837543.13209,"1,012,946",-804837543.13209,"70,709",-804837540.87959,"178,613",-804837541.21109,"166,196",-804837543.13209,"517,746",-804837543.13209,-1,-804837540.38659
,$0.00,"Invalid ISBN Provided"
"The origami sheets are perfect for any paper folder who wants to add a distinctive fluorescent flair to their origami projects. The package also includes an 8-page booklet with instructions so that folders can start right away!",$0.00,"Invalid ISBN Provided"
,$0.00,"Invalid ISBN Provided"
"This origami paper pack contains:",$0.00,"Invalid ISBN Provided"
"48 sheets of high-quality origami paper",$0.00,"Invalid ISBN Provided"
"Bright tones",$0.00,"Invalid ISBN Provided"
"Double-sided color",$0.00,"Invalid ISBN Provided"
"5x5'' square sheets",$0.00,"Invalid ISBN Provided"
"Instructions for 6 easy projects""",Paperback,"Invalid ISBN Provided"
9781603867047,160386704X,"3,652,925",-160386708.28177,-1,-160386708.36312,"1,134,176",-160386706.38275,"296,496",-160386705.35425,-1,-160386708.50775,"860,913",-160386705.43925,"906,778",-160386705.43925,-1,-160386708.50775,"75,730",-160386708.50775,-1,-160386708.50775
BODY," MIND & SPIRIT / Astrology / General""","Invalid ISBN Provided"
9788420738123,8420738123,"7,826,926",-8420738127.3412,-1,-8420738127.4989,"9,642,789",-8420738127.7794,"10,449,817",-8420738127.7794,-1,-8420738127.7794,-1,-8420738127.7794,"736,474",-8420738127.7794,-1,-8420738127.7794,-1,-8420738127.7794,-1,-8420738127.7794
9788434842113,8434842114,"12,741,229",-8434842119.1983,-1,-8434842119.4553,"6,843,773",-8434842119.9121,-1,-8434842119.9121,-1,-8434842119.9121,-1,-8434842119.9121,"233,083",-8434842119.9121,-1,-8434842119.9121,-1,-8434842119.9121,"2,619,314",-8434842119.9121
"YOUNG ADULT FICTION / Historical / General""","Plot-your-own stories; Specimens.
","Invalid ISBN Provided"
"Babylon (Extinct city); Fiction.",$0.00,"Invalid ISBN Provided"
"Plot-your-own stories.",$0.00,"Invalid ISBN Provided"
"Spanish language materials.""",Book,"Invalid ISBN Provided"
9788434866188,8434866188,"15,179,487",-8434866192.3898,-1,-8434866192.61,-1,-8434866193.0016,-1,-8434866193.0016,-1,-8434866193.0016,"1,535,367",-8434866193.0016,"209,379",-8434866193.0016,-1,-8434866193.0016,-1,-8434866193.0016,-1,-8434866193.0016
"YOUNG ADULT FICTION / School & Education / General""","Authorship; Fiction.
","Invalid ISBN Provided"
"Family problems; Fiction.",$0.00,"Invalid ISBN Provided"
"High schools; Fiction.",$0.00,"Invalid ISBN Provided"
"Schools; Fiction.",$0.00,"Invalid ISBN Provided"
"Spanish language materials.""",Book,"Invalid ISBN Provided"
9781430066651,1430066652,"2,423,435",-1430066651.5542,-1,-1430066656.379,-1,-1430066656.5395,0,-1430066656.21,0,-1430066656.21,-1,-1430066656.5395,-1,-1430066656.5395,-1,-1430066656.5395,-1,-1430066656.5395,-1,-1430066656.5395
"RELIGION / Christian Ministry / Children",$0.00,"Invalid ISBN Provided"
"RELIGION / Biblical Studies / Old Testament / General""",null,"Invalid ISBN Provided"
9781614274377,1614274371,"51,350",-1614274372.7905,"77,912",-1614274372.1521,"548,525",-1614274372.0606,"1,774,826",-1614274375.4266,"349,468",-1614274375.4266,"304,304",-1614274371.4486,"140,757",-1614274371.4486,"26,941",-1614274326.9766,"105,796",-1614274375.4266,"78,026",-1614274375.4266
"PSYCHOLOGY / Cognitive Psychology & Cognition",$0.00,"Invalid ISBN Provided"
"PSYCHOLOGY / Personality""",null,"Invalid ISBN Provided"
9780241317921,0241317924,"2,256,509",-241317925.71639,-1,-241317924.79925,"70,499",-241317927.42349,"237,582",-241317928.28199,-1,-241317928.28199,"116,227",-241317927.27899,"74,320",-241317928.28199,-1,-241317928.28199,-1,-241317928.28199,"94,331",-241317928.28199
"FICTION / Literary""","Tall people; Fiction.","Invalid ISBN Provided"
9780486456478,0486456471,"1,129,395",-486456472.80744,"806,148",-486456472.04986,"1,695,356",-486456473.99823,"2,687,391",-486456470.78523,"331,365",-486456472.71473,"198,155",-486456473.74323,-1,-486456473.74323,-1,-486456408.29323,"1,119,317",-486456475.69823,"1,042,691",-486456472.70623
,$0.00,"Invalid ISBN Provided"
"So enjoyable and easy to use"," this wonderful guide shows aspiring artists of all ages how to draw 30 charming circus illustrations. Using circles","Invalid ISBN Provided"
"Drawing; Technique; Juvenile literature.",$0.00,"Invalid ISBN Provided"
"Circus in art.",$0.00,"Invalid ISBN Provided"
"Drawing; Technique.""",Book,"Invalid ISBN Provided"
9780571571574,0571571573,-1,-571571574.27825,-1,-571571573.89306,-1,-571571576.93413,-1,-571571575.79513,-1,-571571575.42113,-1,-571571575.71863,-1,-571571575.65913,-1,-571571577.29963,-1,-571571577.29963,-1,-571571574.23113
,$0.00,"Invalid ISBN Provided"
"Stark and gritty yet always rooted in tonality"," Matthews's expressive harmonies bring a potent immediacy to the bitter","Invalid ISBN Provided"
"MUSIC / Genres & Styles / Choral",$0.00,"Invalid ISBN Provided"
"MUSIC / Genres & Styles / Classical""",null,"Invalid ISBN Provided"
9780769662992,0769662994,"512,122",-769662999.12119,"50,685",-769662999.27893,"765,929",-769662999.55936,"3,085,842",-769662999.55936,"2,447,142",-769662999.55936,"316,232",-769662999.55936,"706,845",-769662999.55936,0,-769662998.21,0,-769662998.21,"328,268",-769662999.55936
"JUVENILE NONFICTION / Language Arts / General""",null,"Invalid ISBN Provided"
9780769663494,0769663494,"1,647,383",-769663499.12119,"1,041,747",-769663499.27893,"1,444,105",-769663499.55936,"7,163,246",-769663499.55936,"2,680,937",-769663499.55936,-1,-769663499.55936,"752,470",-769663499.55936,-1,-769663499.55936,0,-769663498.21,"2,263,729",-769663499.55936
9780769667409,0769667406,"3,714,525",-769667411.03322,"2,473,823",-769667411.07787,"1,968,624",-769667411.15723,"5,435,912",-769667411.15723,"2,084,787",-769667411.15723,"1,109,507",-769667411.15723,"281,397",-769667411.15723,-1,-769667411.15723,-1,-769667411.15723,"926,731",-769667411.15723
9780814612729,0814612725,"40,732",-814612726.77272,"113,831",-814612726.1575,"385,979",-814612729.53949,"6,273,935",-814612729.53949,"946,588",-814612729.53949,"443,266",-814612729.53949,"668,610",-814612729.53949,-1,-814612729.53949,"1,345,065",-814612729.53949,"729,977",-814612729.53949
9780829445817,0829445811,"477,388",-829445813.53772,"558,585",-829445812.2255,"1,410,998",-829445815.53949,-1,-829445815.53949,-1,-829445815.53949,-1,-829445813.28699,-1,-829445813.31249,-1,-829445815.53949,-1,-829445815.53949,-1,-829445812.66649
"Sacred Space for Advent and the Christmas Season invites readers to develop a closer relationship with God during this season of preparation and anticipation. What we know and trust about the Sacred Space online prayer experience is now available in a compact"," portable print format to heighten our Advent prayer practice in a way that is accessible","Invalid ISBN Provided"
"Throughout the Advent season"," each day includes a Scripture reading and points of reflection","Invalid ISBN Provided"
"RELIGION / Prayerbooks / Christian",$0.00,"Invalid ISBN Provided"
"RELIGION / Christianity / Catholic""",null,"Invalid ISBN Provided"
9780881258295,0881258296,"3,336,363",-881258297.73722,-1,-881258297.08487,-1,-881258300.37723,-1,-881258300.37723,-1,-881258300.37723,-1,-881258300.37723,-1,-881258300.37723,-1,-881258252.21623,-1,-881258300.37723,-1,-881258300.37723
"Judaism; Prayer-books and devotions; English.",$0.00,"Invalid ISBN Provided"
"Death; Religious aspects; Judaism; Meditations.",$0.00,"Invalid ISBN Provided"
"Jewish meditations.""",Book,"Invalid ISBN Provided"
9780892131006,0892131004,"2,416,938",-892131008.27097,"4,453,915",-892131008.33843,"959,655",-892131008.45836,"4,626,958",-892131008.45836,-1,-892131008.45836,-1,-892131008.45836,-1,-892131008.45836,-1,-892131008.45836,"1,358,094",-892131008.45836,-1,-892131008.45836
"Matter; Miscellanea.""",Book,"Invalid ISBN Provided"
9780892131181,0892131187,"5,467,724",-892131191.30569,-1,-892131191.4178,"563,123",-892131188.98949,"2,565,757",-892131191.53949,"1,875,424",-892131191.53949,"324,927",-892131184.90099,-1,-892131188.58999,-1,-892131191.53949,"669,335",-892131191.53949,"1,164,224",-892131191.53949
9780912776859,0912776854,"761,667",-912776855.73872,"1,446,894",-912776858.379,"1,031,132",-912776858.53949,"3,934,499",-912776858.53949,-1,-912776858.53949,-1,-912776858.53949,-1,-912776855.52199,-1,-912776858.53949,"172,550",-912776858.53949,-1,-912776858.53949
9780937934173,0937934178,"2,929,063",-937934182.27097,"4,793,450",-937934182.33843,"10,028,096",-937934182.45836,-1,-937934182.45836,-1,-937934182.45836,-1,-937934180.26536,-1,-937934180.26536,-1,-937934182.45836,-1,-937934182.45836,"2,902,573",-937934179.45786
"Penguins.""",Book,"Invalid ISBN Provided"
9780937934364,0937934364,"2,784,879",-937934368.26403,-1,-937934368.32256,"10,112,563",-937934368.42662,"10,265,245",-937934368.42662,-1,-937934368.42662,-1,-937934368.42662,-1,-937934368.42662,-1,-937934368.42662,-1,-937934368.42662,"2,814,284",-937934368.42662
9780943151588,0943151589,"1,783,490",-943151593.26403,"2,053,081",-943151593.32256,"1,208,190",-943151593.42662,"2,209,796",-943151593.42662,"1,473,729",-943151593.42662,-1,-943151593.42662,-1,-943151593.42662,-1,-943151593.42662,-1,-943151593.42662,"2,530,799",-943151593.42662
"storybook-formattale. This time"," it¹s the tragic story of a cat namedCat","Invalid ISBN Provided"
"and his misfortunes in life dueto his enormously oversized head. This",$0.00,"Invalid ISBN Provided"
"digest-size tale (5.5 x8.5²) comes with a glossy card-stock coverwith",$0.00,"Invalid ISBN Provided"
"color art on the inside coversas well as outside"," and includes anall-new","Invalid ISBN Provided"
"back up story by Dirge","which he says is not as good. You be the judge.""","Invalid ISBN Provided"
9780960229482,0960229485,"56,387",-960229486.72025,"265,756",-960229485.85056,"701,645",-960229486.74113,"5,379,431",-960229489.29963,"1,114,509",-960229489.29963,-1,-960229486.81763,-1,-960229486.81763,"109,763",-960229440.39913,-1,-960229489.29963,"454,384",-960229486.30763
9781423413769,1423413768,-1,-1423413773.3866,"2,532,513",-1423413770.8681,-1,-1423413774.7728,-1,-1423413774.7728,-1,-1423413774.7728,-1,-1423413774.7728,-1,-1423413772.1633,"326,406",-1423413723.5943,0,-1423413772.21,-1,-1423413774.7728
"MUSIC / Musical Instruments / Guitar""",null,"Invalid ISBN Provided"
9781441302892,1441302891,"113,286",-1441302892.7202,"73,000",-1441302891.8591,"172,338",-1441302893.1661,"510,618",-1441302895.2996,"1,725,826",-1441302895.2996,"90,521",-1441302892.6476,"68,254",-1441302892.6731,-1,-1441302895.2996,"1,173,858",-1441302895.2996,"2,530,278",-1441302895.2996
9781441303769,1441303766,"14,835",-1441303767.7164,"28,116",-1441303766.8502,"43,918",-1441303768.1485,"3,419,830",-1441303770.282,"97,264",-1441303767.63,"550,480",-1441303767.3665,"392,596",-1441303767.392,"83,749",-1441303724.6285,"804,916",-1441303770.282,"140,603",-1441303767.3325
9781441304629,1441304622,"2,282,993",-1441304626.264,"674,968",-1441304626.3226,"983,536",-1441304626.4266,-1,-1441304626.4266,"1,691,000",-1441304626.4266,"864,973",-1441304626.4266,"795,022",-1441304626.4266,-1,-1441304626.4266,-1,-1441304626.4266,"1,479,849",-1441304626.4266
9781441305299,1441305297,"505,130",-1441305298.7202,"886,966",-1441305301.2591,"488,027",-1441305301.2996,"669,006",-1441305298.7241,"678,745",-1441305298.6901,"386,803",-1441305298.6561,"204,896",-1441305298.7496,"342,019",-1441305247.2991,-1,-1441305301.2996,-1,-1441305298.2736
9781441306432,1441306439,"136,700",-1441306440.7303,"188,406",-1441306439.882,"139,957",-1441306441.212,"10,405,667",-1441306443.3455,-1,-1441306443.3455,"374,866",-1441306441.0165,"578,178",-1441306441.365,"405,275",-1441306383.973,"1,236,483",-1441306443.3455,-1,-1441306443.3455
9781441306449,1441306447,"9,869",-1441306448.7164,"12,761",-1441306447.8502,"12,381",-1441306449.1485,"1,585,135",-1441306451.282,"946,661",-1441306451.282,"6,051",-1441306448.9785,"34,424",-1441306449.3185,"22,130",-1441306451.282,"553,958",-1441306451.282,"2,880,534",-1441306451.282
9781441312501,1441312501,"28,589",-1441312502.7164,"46,160",-1441312501.8502,"71,899",-1441312503.1485,"3,124,481",-1441312505.282,"1,213,964",-1441312505.282,"39,969",-1441312502.9105,"37,035",-1441312502.9275,"87,233",-1441312505.282,"1,209,640",-1441312505.282,-1,-1441312505.282
9781441312723,1441312722,"9,175",-1441312723.7164,"16,376",-1441312722.8502,"7,800",-1441312724.1485,"304,246",-1441312726.282,"669,403",-1441312726.282,"16,130",-1441312723.6385,"17,778",-1441312723.97,"20,499",-1441312726.282,"862,138",-1441312726.282,"1,901,650",-1441312726.282
9781441313300,1441313303,"34,554",-1441313304.7164,"37,652",-1441313303.8502,"284,873",-1441313307.282,"76,167",-1441313304.7065,"52,222",-1441313304.681,"46,060",-1441313304.6385,"136,249",-1441313303.831,"92,642",-1441313307.282,"374,260",-1441313307.282,"2,161,710",-1441313307.282
9781441313317,1441313311,"1,011,934",-1441313312.7164,"503,013",-1441313311.8502,"1,014,049",-1441313313.1485,"7,966,230",-1441313315.282,"281,567",-1441313312.613,"244,529",-1441313312.63,"652,115",-1441313312.6555,"155,480",-1441313315.282,-1,-1441313315.282,"2,428,891",-1441313315.282
9781441313324,144131332X,"13,986",-144131333.71639,"23,501",-144131332.85025,"44,527",-144131334.14849,"2,454,439",-144131336.28199,"417,429",-144131336.28199,"6,268",-144131333.63849,"26,116",-144131333.70649,"27,310",-144131336.28199,"284,094",-144131336.28199,-1,-144131336.28199
