ISBN,ISBN_10,ProductID,BTKey,Author,Title,PriceReguar,PriceDiscounted,30day_demand,Annotation,FormatPrimary,FormatPrimary_Description,FormatPrimary_QuantityPack,CountryOfPublication,LanguageCode,Classification_Merchandise,Classification_BookType,Classification_DeweyClass,Classification_LCClass,Classification_SeriesProduct,Subjects_General,Subjects_Bisac,Subjects_Library,ProductType,ProductLineID,ProductStatus,DateCreated
9780152048365,0152048367,0004188607,0004188607,"Keller, Holly",A Bed Full of Cats,3.95,2.25,3,"Lee fears he has lost his pet cat Flora, until Flora returns with a new family",Paperback,1 v. (unpaged) : 8.25 H x 0.10 D x 5.75 W inches 0.15 lbs.,0,China,ENG,JUVENILE,Easy Fiction,[E],PZ7.K28132 BF 1999,Green Light Readers. Level 2,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Animals / Cats
JUVENILE FICTION / Animals / Pets","Cats; Fiction.
Lost and found possessions; Fiction.",Book,BOOK,,12/22/2012
9780152048372,0152048375,0004188608,0004188608,"McDermott, Gerald",The Fox and the Stork,3.95,2.25,16,"Fox thinks he’s very smart when he plays a trick on Stork, but Stork outfoxes Fox--and shows him that a friend who tricks another is no friend at all. Caldecott Medalist Gerald McDermott retells a familiar trickster tale, bringing warmth and humor to the story that readers young and old will enjoy.",Paperback,1 v. (unpaged) : 8.25 H x 0.10 D x 5.75 W inches 0.15 lbs.,0,China,ENG,JUVENILE,Easy Fiction,[E],PZ8.2.M15 FO 2003,Green Light Readers. Level 2,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Legends, Myths, Fables / General","Fables.
Storks; Fiction.
Foxes; Fiction.",Book,BOOK,,12/14/2012
9780152048396,0152048391,0004188610,0004188610,"Most, Bernard",Catch Me If You Can,3.95,2.25,2,"He has huge claws and enormous feet. He has a big tail and great big teeth. He’s fierce, and everyone runs and hides from the biggest dinosaur of them all. But one little dinosaur doesn’t hide--she knows her gargantuan grandpa is the sweetest dinosaur of them all. Beloved author-illustrator Bernard Most adds an irresistible pair of larger-than-life creatures to his wild and wonderful dinosaur menagerie.",Paperback,1 v. (unpaged) : 8.25 H x 0.10 D x 5.75 W inches 0.15 lbs.,0,China,ENG,JUVENILE,Easy Fiction,[E],PZ7.M8544 CAT 1999,Green Light Readers. Level 2,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Animals / Dinosaurs & Prehistoric Creatures
JUVENILE FICTION / Family / Multigenerational","Dinosaurs; Fiction.
Grandfathers; Fiction.",Book,BOOK,,12/15/2012
9780152048402,0152048405,0004188611,0004188611,"Most, Bernard",The Very Boastful Kangaroo,3.95,2.25,5,"A very, very boastful kangaroo brags that it can jump higher than anyone, but a teeny, tiny kangaroo cleverly wins the jumping contest",Paperback,1 v. (unpaged) : 8.25 H x 0.10 D x 5.75 W inches 0.15 lbs.,0,China,ENG,JUVENILE,Easy Fiction,[E],PZ7.M8544 VE 1999,Green Light Readers: All Levels,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Animals / General","Kangaroos; Fiction.
Contests; Fiction.",Book,BOOK,,12/21/2012
9780152048426,0152048421,0004188613,0004188613,"Stevens, Janet",Shoe Town,3.95,2.25,3,"Little mama mouse dreams of a hot bath and a long nap. Her babies have grown up and moved away from their snug shoe-home. Mama imagines settling into a quiet life, until Tortoise, Hare, and other storybook strangers turn up in search of a home. Soon Mama has a busy life--and lots of new friends--in glorious Shoe Town. Janet Stevens and Susan Stevens Crummel’s toe-tapping rhymed text in tandem with Janet Stevens’ssoleful illustrations gives the notion of one mama’s “empty nest” a hilarious kick.",Paperback,1 v. (unpaged) : 8.25 H x 0.10 D x 5.75 W inches 0.15 lbs.,0,China,ENG,JUVENILE,Easy Fiction,[E],PZ8.3.S844 SH 1999,Green Light Readers: All Levels,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Animals / General","Mice; Fiction.
Characters in literature; Fiction.
Shoes; Fiction.
Stories in rhyme.",Book,BOOK,,12/14/2012
9780152048433,015204843X,0004188614,0004188614,"Tolstoy, Alexei",The Enormous Turnip,3.95,2.25,0,A cumulative tale in which the turnip planted by an old man grows so enormous that everyone must help to pull it up.,Paperback,1 v. (unpaged) : 8.25 H x 0.25 D x 6.00 W inches 0.15 lbs.,0,China,ENG,JUVENILE,Easy Fiction,[E],PZ7.T58 EN 2002,Green Light Readers: All Levels,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Fairy Tales & Folklore / General","Turnips; Fiction.
Cooperativeness; Fiction.",Book,BOOK,,12/15/2012
9780152048440,0152048448,0004188664,0004188664,"Vern, Alex",Where Do Frogs Come From?,3.95,2.25,8,This nonfiction reader follows the ever-changing life of a frog as it grows from an egg to a tadpole to a full-grown frog!,Paperback,1 v. (unpaged) : 8.25 H x 0.10 D x 5.75 W inches 0.15 lbs.,0,United States,ENG,JUVENILE,Easy Non-Fiction,597.8,QL668.E2 V47 2001,Green Light Readers: All Levels,Juvenile Grades 1-2 Ages 6-7,"JUVENILE NONFICTION / Readers / Beginner
JUVENILE NONFICTION / Animals / Reptiles & Amphibians","Frogs; Development; Juvenile literature.
Tadpoles.
Frogs.",Book,BOOK,,12/15/2012
9780152048457,0152048456,0004188615,0004188615,"Ada, Alma Flor",Daniel's Mystery Egg,3.95,2.25,5,Daniel finds an egg. What kind of animal will this mystery egg hatch? Imaginations run wild as the kids in Daniel’s class guess what sort of surprise the egg has in store.,Paperback,1 v. (unpaged) : 8.25 H x 0.10 D x 5.75 W inches 0.15 lbs.,0,China,ENG,JUVENILE,Easy Fiction,[E],PZ7.A1857 DAN 2001,Green Light Readers. Level 2,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Animals / General",Eggs; Fiction.,Book,BOOK,,12/15/2012
9780152048488,0152048480,0004188618,0004188618,"Bowers, Tim",A New Home,3.95,2.25,1,Matt’s new home is missing one important thing—a new friend!,Paperback,1 v. (unpaged) : 8.25 H x 0.25 D x 6.00 W inches 0.15 lbs.,0,United States,ENG,JUVENILE,Easy Fiction,[E],PZ7.B6773 NE 2003,GREEN LIGHT READERS LEVEL 1,Juvenile Kindergarten Ages 5-6,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Animals / Squirrels","Squirrels; Fiction.
Friendship; Fiction.
Moving, Household; Fiction.",Book,BOOK,,12/15/2012
9780152048495,0152048499,0004188619,0004188619,"Butler, Kristi T.",Rip's Secret Spot,3.95,2.25,0,Pat and her family keep losing things. Maybe Rip the dog can solve the mini-mystery! This lively companion toThe Tapping Tale finds its perfect match in Joe Cepeda's gently comic illustrations.,Paperback,1 v. (unpaged) : 8.25 H x 0.10 D x 5.75 W inches 0.15 lbs.,0,China,ENG,JUVENILE,Easy Fiction,[E],PZ7.B97735 RI 2003,Green Light Readers. Level 1,Juvenile Kindergarten Ages 5-6,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Animals / Dogs","Dogs; Fiction.
Lost and found possessions; Fiction.",Book,BOOK,,12/22/2012
9780152048501,0152048502,0004188620,0004188620,"Crews, Donald",Cloudy Day Sunny Day,3.95,2.25,3,"Whether the day is cloudy or sunny, it provides lots of opportunities for fun and entertainment",Paperback,1 v. (unpaged) : 8.25 H x 0.25 D x 6.00 W inches 0.15 lbs.,0,United States,ENG,JUVENILE,Easy Fiction,[E],PZ7.C8682 CL 1999,Green Light Readers: All Levels,Juvenile Kindergarten Ages 5-6,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Nature & the Natural World / General (see also headings under Animals)","Play; Fiction.
Weather; Fiction.",Book,BOOK,,12/15/2012
9780152048518,0152048510,0004188621,0004188621,"Floyd, Lucy",Rabbit and Turtle Go to School,3.95,2.25,4,Rabbit and Turtle repeat their famous race--this time on their way to school. Rabbit runs; Turtle takes the bus. Who will win?,Paperback,1 v. (unpaged) : 8.25 H x 0.25 D x 6.00 W inches 0.15 lbs.,0,United States,ENG,JUVENILE,Easy Fiction,398.2,PZ8.2.F57 RAB 2003,Green Light Readers. Level 1,Juvenile Preschool Ages 2-4,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Legends, Myths, Fables / General
JUVENILE FICTION / School & Education","Fables.
Folklore.",Book,BOOK,,12/22/2012
9780152048525,0152048529,0004188622,0004188622,"Giglio, Judy",The Tapping Tale,3.95,2.25,0,"Ronda has her first sleep-over at her best friend Pat's house. They play all day, but when the lights go out and it's time to sleep, Ronda hears a tap-tap-tap.Whatever can it be?",Paperback,1 v. (unpaged) : 8.25 H x 0.25 D x 5.75 W inches 0.15 lbs.,0,China,ENG,JUVENILE,Easy Fiction,[E],PZ7.G366 TAP 2000,Green Light Readers. Level 1,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Animals / Dogs","Sleepovers; Fiction.
Dogs; Fiction.",Book,BOOK,,12/14/2012
9780152048549,0152048545,0004188624,0004188624,"Keller, Holly",What I See,3.95,2.25,8,"A pretty red rose and a bunny’s pink nose. A spinning top and a dripping mop. An inquisitive young boy discovers that there are many wonderful things--some familiar, some surprising--to see at his house. He discovers, too, that seeing means opening your eyes to the world around you. Holly Keller’s simple rhyming text and bold illustrations turn everyday visions into heartwarming reveries.",Paperback,1 v. (unpaged) : 9.50 H x 0.25 D x 6.00 W inches 0.16 lbs.,0,China,ENG,JUVENILE,Easy Fiction,[E],PZ8.3.K275 WH 1999,Green Light Readers: All Levels,Juvenile Kindergarten Ages 5-6,JUVENILE FICTION / Readers / Beginner,Stories in rhyme.,Book,BOOK,,12/21/2012
9780152048556,0152048553,0004188625,0004188625,"Lascaro, Rita",Down on the Farm,3.95,2.25,4,"A child naps like the cat, flaps like the hen, swims like the duck, and imitates the other animals on the farm",Paperback,1 v. (unpaged) : 8.50 H x 0.25 D x 6.00 W inches 0.15 lbs.,0,United States,ENG,JUVENILE,Easy Fiction,[E],PZ7.L3265 DO 1999,Green Light Readers: All Levels,Juvenile Kindergarten Ages 5-6,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Animals / Farm Animals",Domestic animals; Fiction.,Book,BOOK,,12/14/2012
9780152048570,015204857X,0004188627,0004188627,"McPhail, David",Big Pig and Little Pig,3.95,2.25,31,"Despite their differences, Big Pig and Little Pig are great friends. When they get together, these piggy pals have nothing but fun--and so does the reader.",Paperback,1 v. (unpaged) : 8.25 H x 0.10 D x 6.25 W inches 0.15 lbs.,0,United States,ENG,JUVENILE,Easy Fiction,[E],PZ7.M478818 BI 2001,Green Light Readers. Level 1,Juvenile Kindergarten Ages 5-6,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Animals / Pigs
JUVENILE FICTION / Social Themes / Friendship","Pigs; Fiction.
Friendship; Fiction.",Book,BOOK,,12/15/2012
9780152048587,0152048588,0004188628,0004188628,"McPhail, David",Big Brown Bear,3.95,2.25,18,"Bear is very big, very brown, and very busy. His tree house could use a little sprucing up, so Bear heads up the ladder with a plan and a bucket of paint. But Little Bear has a plan, too--including a little mischief that brings Bear (and his blue paint tumbling down to earth. With gentle rhymes and humor, award-winning author and illustrator David McPhail creates a cheery and bumptious bear hug of a story.",Paperback,1 v. (unpaged) : 8.25 H x 0.10 D x 5.75 W inches 0.15 lbs.,0,United States,ENG,JUVENILE,Easy Fiction,[E],PZ8.3.M4615 BI 1999,GREEN LIGHT READERS LEVEL 1,Juvenile Kindergarten Ages 5-6,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Animals / Bears","Bears; Fiction.
House painting; Fiction.
Stories in rhyme.",Book,BOOK,,12/14/2012
9780152048594,0152048596,0004188629,0004188629,"McPhail, David",Jack and Rick,3.95,2.25,5,"Jack wants to play with Rick, and Rick wants to play with Jack--but there's a river between them. David McPhail reveals that friendship can bridge any river--and that when it comes to having fun, two is always better than one!",Paperback,1 v. (unpaged) : 8.25 H x 0.10 D x 5.75 W inches 0.15 lbs.,0,United States,ENG,JUVENILE,Easy Fiction,[E],PZ7.M478818 JAC 2002,Green Light Readers. Level 1,Juvenile Kindergarten Ages 5-6,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Social Themes / Friendship","Cooperativeness; Fiction.
Friendship; Fiction.",Book,BOOK,,12/15/2012
9780152048600,015204860X,0004188630,0004188630,"Moran, Alex","Come Here, Tiger!",3.95,2.25,7,"Tiger the cat is missing. Follow Lisa Campbell Ernst's playful illustrations, and you'll discover that Tiger might be closer than you think. . . .",Paperback,1 v. (unpaged) : 8.25 H x 0.25 D x 6.00 W inches 0.15 lbs.,0,United States,ENG,JUVENILE,Easy Fiction,[E],PZ7.M788193 CO 2001,Green Light Readers Level 1,Juvenile Kindergarten Ages 5-6,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Animals / Cats","Cats; Fiction.
Lost and found possessions; Fiction.",Book,BOOK,,12/14/2012
9780152048617,0152048618,0004188631,0004188631,"Moran, Alex",Popcorn,3.95,2.25,0,"Illustrations and rhythmic, rhyming text show what happens when popping popcorn gets out of hand",Paperback,1 v. (unpaged) : 8.50 H x 0.25 D x 6.00 W inches 0.15 lbs.,1,China,ENG,JUVENILE,Easy Fiction,[E],PZ8.3.M795 PO 1999,Green Light Readers: All Levels,Juvenile Kindergarten Ages 5-6,JUVENILE FICTION / Readers / Beginner,"Popcorn; Fiction.
Stories in rhyme.",Book,BOOK,,12/15/2012
9780152048624,0152048626,0004188632,0004188632,"Moran, Alex",Sam and Jack,3.95,2.25,4,Meet Sam the mouse. Meet Jack the cat. Uh-oh . . . can Sam and Jack be friends?,Paperback,1 v. (unpaged) : 8.25 H x 0.10 D x 5.75 W inches 0.15 lbs.,0,China,ENG,JUVENILE,Easy Fiction,[E],PZ7.M788193 SAM 2001,GREEN LIGHT READERS LEVEL 1,Juvenile Kindergarten Ages 5-6,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Social Themes / Friendship","Cats; Fiction.
Mice; Fiction.
Friendship; Fiction.",Book,BOOK,,12/15/2012
9780152048655,0152048650,0004188635,0004188635,"Ada, Alma Flor",Daniel's Pet,3.95,2.25,1,Daniel loves his new pet. But what will happen when it hatches a surpise? Alma Flor Ada and G. Brian Karas team up for a heartwarming story about Daniel and his newest animal friend.,Paperback,1 v. (unpaged) : 8.25 H x 0.25 D x 6.00 W inches 0.15 lbs.,0,United States,ENG,JUVENILE,Easy Fiction,[E],PZ7.A1857 DAP 2003,Green Light Readers: All Levels,Juvenile Preschool Ages 2-4,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Animals / Pets","Chickens; Fiction.
Pets; Fiction.",Book,BOOK,,12/16/2012
9780152050900,0152050906,0004291377,0004291377,"McKissack, Robert L.",Try Your Best,3.95,2.25,1,"When Ann worries that she is not good enough to participate in Sports Day, her teacher encourages her to try her best.",Paperback,1 v. (unpaged) : 8.25 H x 0.25 D x 6.00 W inches 0.15 lbs.,0,United States,ENG,JUVENILE,Easy Fiction,[E],PZ7.M478695 TR 2004,Green Light Readers: All Levels,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Social Themes / Self-Esteem & Self-Reliance
JUVENILE FICTION / Social Themes / Emotions & Feelings","Sports; Fiction.
Teachers; Fiction.
Schools; Fiction.
Self-confidence; Fiction.",Book,BOOK,,12/14/2012
9780152050924,0152050922,0004291371,0004291371,"McPhail, David",Rick Is Sick,3.95,2.25,12,The stars of Jack and Rick are back in another playful adventure. And this time Rick learns that being sick isn't so bad when you have a helpful friend--especially when that friend is Jack!,Paperback,1 v. (unpaged) : 8.50 H x 0.25 D x 6.00 W inches 0.15 lbs.,1,China,ENG,JUVENILE,Easy Fiction,[E],PZ7.M478818 RI 2004,GREEN LIGHT READERS LEVEL 1,Juvenile Kindergarten Ages 5-6,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Social Themes / Friendship
JUVENILE FICTION / Health & Daily Living / General","Bears; Fiction.
Rabbits; Fiction.
Sick; Fiction.
Friendship; Fiction.",Book,BOOK,,12/15/2012
9780152050948,0152050949,0004291373,0004291373,"Sullivan, Paula",Todd's Box,3.95,2.25,6,Todd surprises his mother with a box full of objects that he has collected while walking with her to catch a bus.,Paperback,1 v. (unpaged) : 8.25 H x 0.25 D x 6.00 W inches 0.15 lbs.,0,United States,ENG,JUVENILE,Easy Fiction,[E],PZ7.S9454 TO 2004,GREEN LIGHT READERS LEVEL 1,Juvenile Kindergarten Ages 5-6,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Family / Parents","Walking; Fiction.
Mothers and sons; Fiction.",Book,BOOK,,12/15/2012
9780152050962,0152050965,0004291375,0004291375,"Yee, Wong Herbert",Did You See Chip,3.95,2.25,4,"Kim's dog, Chip, is lost in the big city. How will she find him? Maybe her new friends can help. . . .",Paperback,1 v. (unpaged) : 8.25 H x 0.25 D x 6.00 W inches 0.15 lbs.,0,United States,ENG,JUVENILE,Easy Fiction,[E],PZ7.Y3655 DI 2003,Green Light Readers: All Levels,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Animals / Dogs
JUVENILE FICTION / Social Themes / Friendship","Dogs; Fiction.
Moving, Household; Fiction.
Lost and found possessions; Fiction.
Friendship; Fiction.
City and town life; Fiction.",Book,BOOK,,12/14/2012
9780152051419,0152051414,0006134111,0006134111,"Butler, Kristi T.",A Big Surprise,3.95,2.25,4,Mouse is surprised when her friends throw her a birthday party.,Paperback,1 v. (unpaged) : 8.25 H x 0.25 D x 6.25 W inches 0.15 lbs.,1,China,ENG,JUVENILE,Easy Fiction,[E],PZ8.3 .B9789 BIG 2005,Green Light Readers Level 1,Juvenile Kindergarten Ages 5-6,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / General","Animals; Fiction.
Parties; Fiction.
Birthdays; Fiction.
Stories in rhyme.",Book,BOOK,,12/15/2012
9780152051457,0152051457,0004344686,0004344686,"Medina, Jane",Tomas Rivera,3.95,2.25,0,"Tomás Rivera wants to tell stories, just like his grandpa. But first he needs to visit a very special place where he can get lots of good ideas--the library. The text is based on a true story.",Paperback,1 v. (unpaged) : 8.75 H x 0.25 D x 6.25 W inches 0.16 lbs.,0,United States,ENG,JUVENILE,Easy Fiction,863/.64,PQ7079.2.R5 Z74 2003,Green Light Readers. Level 2,Juvenile Grades 1-2 Ages 6-7,JUVENILE FICTION / Readers / Beginner,"Rivera, Tomâas,; 1935-1984; Juvenile literature.
Authors, American; 20th century; Biography; Juvenile literature.
Mexican American authors; Biography; Juvenile literature.
Rivera, Tomâas,; 1935-1984; Childhood and youth.
Authors, American.
Mexican Americans; Biography.",Book,BOOK,,12/14/2012
9780152051471,0152051473,0006125969,0006125969,"Eaton, Deborah J.",My Wild Woolly,3.95,2.25,0,What is a wild woolly? It's one big ball of fun!,Paperback,1 v. (unpaged) : 8.50 H x 0.25 D x 6.25 W inches 0.15 lbs.,1,United States,ENG,JUVENILE,Easy Fiction,[E],PZ7.E1338 MY 2005,Green Light Readers. Level 2,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / General","Imaginary creatures; Fiction.
Play; Fiction.
Imagination; Fiction.",Book,BOOK,,12/14/2012
9780152051495,015205149X,0004437513,0004437513,"Floyd, Lucy",A Place for Nicholas,3.95,2.25,0,"Everywhere Nicholas goes, someone in his busy, noisy family is already there. All he wants is a special place of his own. Luckily his little brother, Jeff, has an idea. . . .",Paperback,1 v. (unpaged) : 8.25 H x 0.25 D x 6.00 W inches 0.15 lbs.,0,China,ENG,JUVENILE,Easy Fiction,[E],PZ7.F6698 PL 2005,Start the Engine! Reading with Help: Level 2,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Family / Siblings","Solitude; Fiction.
Brothers; Fiction.
Family life; Fiction.",Book,BOOK,,12/14/2012
